Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration
237,"Breathe, breathe, breathe.",Nurse,neutral,neutral,22,3,1,23,2023-05-02 00:09:09.882,2023-05-02 00:09:13.510,3.628
239,Okay! You dont think I thought of that?,Chandler,anger,negative,23,1,3,11,2023-05-02 00:10:17.825,2023-05-02 00:10:19.909,2.084
240,How can you not know which one?,Phoebe,surprise,negative,23,2,3,11,2023-05-02 00:10:20.870,2023-05-02 00:10:22.422,1.552
241,I mean thats unbelievable.,Rachel,joy,positive,23,3,3,11,2023-05-02 00:10:22.422,2023-05-02 00:10:23.751,1.3290000000000002
242,"I mean, was it Gina?",Monica,neutral,neutral,23,4,3,11,2023-05-02 00:10:23.873,2023-05-02 00:10:24.873,1.0
243,Which one is Gina?,Ross,neutral,neutral,23,5,3,11,2023-05-02 00:10:24.873,2023-05-02 00:10:25.937,1.064
244,"Dark, big hair, with the airplane earrings.",Rachel,neutral,neutral,23,6,3,11,2023-05-02 00:10:26.042,2023-05-02 00:10:28.209,2.1670000000000003
245,"No, no, no, thats Dina.",Monica,neutral,neutral,23,7,3,11,2023-05-02 00:10:28.377,2023-05-02 00:10:30.420,2.043
247,"I dont know, you thought See you Saturday was funny.",Rachel,neutral,neutral,24,0,3,14,2023-05-02 00:10:40.389,2023-05-02 00:10:44.059,3.6700000000000004
248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",Rachel,neutral,neutral,24,1,3,14,2023-05-02 00:10:44.727,2023-05-02 00:10:49.397,4.67
249,You guys would never want to go to a lecture with me.,Rachel,neutral,neutral,24,2,3,14,2023-05-02 00:10:49.565,2023-05-02 00:10:51.483,1.9180000000000001
250,Pa-haa!! I would love to go with you.,Ross,joy,positive,24,3,3,14,2023-05-02 00:10:54.987,2023-05-02 00:10:56.571,1.584
251,Really!?,Rachel,surprise,positive,24,4,3,14,2023-05-02 00:10:56.739,2023-05-02 00:10:57.864,1.125
252,"Yeah, hey I-I have clothes, I even pick them out.",Ross,neutral,neutral,24,5,3,14,2023-05-02 00:10:58.032,2023-05-02 00:11:01.660,3.628
253,"I mean for, for all you know I could be a fashion..... monger.",Ross,neutral,neutral,24,6,3,14,2023-05-02 00:11:01.827,2023-05-02 00:11:05.121,3.294
254,"Okay. Honey, I would love for you to go with me.  What?",Rachel,joy,positive,24,7,3,14,2023-05-02 00:11:11.379,2023-05-02 00:11:15.256,3.8770000000000002
255,"What should I wear, now Im all nervous.",Ross,fear,negative,24,8,3,14,2023-05-02 00:11:15.549,2023-05-02 00:11:19.969,4.42
256,": I know, we did it!! Hey, that was incredible, huh?!",Mr. Treeger,joy,positive,25,0,4,4,2023-05-02 00:20:36.693,2023-05-02 00:20:40.321,3.628
257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",Joey,joy,positive,25,1,4,4,2023-05-02 00:20:40.572,2023-05-02 00:20:44.075,3.503
259,"Oh well, okay, good luck.",Joey,joy,positive,25,3,4,4,2023-05-02 00:20:52.459,2023-05-02 00:20:56.462,4.003
260,: Yeah.,Mr. Treeger,neutral,neutral,25,4,4,4,2023-05-02 00:20:54.962,2023-05-02 00:20:56.462,1.5
261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,neutral,25,5,4,4,2023-05-02 00:20:56.713,2023-05-02 00:21:00.716,4.003
263,Okay.,Joey,neutral,neutral,25,7,4,4,2023-05-02 00:21:08.100,2023-05-02 00:21:08.742,0.642
264,: Yeah.,Mr. Treeger,neutral,neutral,25,8,4,4,2023-05-02 00:21:08.742,2023-05-02 00:21:09.402,0.66
265,Go get em Treeger.,Joey,neutral,neutral,25,9,4,4,2023-05-02 00:21:09.601,2023-05-02 00:21:11.852,2.2510000000000003
266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,neutral,25,10,4,4,2023-05-02 00:21:16.275,2023-05-02 00:21:19.860,3.5850000000000004
267,Really?,Joey,surprise,positive,25,11,4,4,2023-05-02 00:21:21.029,2023-05-02 00:21:22.113,1.084
268,": Yeah, you could dance real good with her, shes the same size as me.",Mr. Treeger,neutral,neutral,25,12,4,4,2023-05-02 00:21:22.364,2023-05-02 00:21:24.991,2.6270000000000002
269,"No, Im good.",Joey,neutral,neutral,25,13,4,4,2023-05-02 00:21:25.367,2023-05-02 00:21:26.867,1.5
270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,negative,26,0,5,18,2023-05-02 00:09:41.414,2023-05-02 00:09:44.958,3.544
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,neutral,26,1,5,18,2023-05-02 00:09:45.126,2023-05-02 00:09:48.128,3.0020000000000002
272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,positive,26,2,5,18,2023-05-02 00:09:49.046,2023-05-02 00:09:51.715,2.669
273,Who knows?,Joey,neutral,neutral,26,3,5,18,2023-05-02 00:09:51.882,2023-05-02 00:09:53.508,1.6260000000000001
276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,positive,26,6,5,18,2023-05-02 00:10:15.281,2023-05-02 00:10:17.824,2.543
277,Yeah!,Ross,joy,positive,26,7,5,18,2023-05-02 00:10:17.824,2023-05-02 00:10:18.743,0.919
278,"Actually, that can't happen.",The Casting Director,neutral,neutral,26,8,5,18,2023-05-02 00:10:18.743,2023-05-02 00:10:20.243,1.5
280,So it'll be either you two  or you two.,The Casting Director,neutral,neutral,26,10,5,18,2023-05-02 00:10:25.833,2023-05-02 00:10:28.585,2.7520000000000002
282,"Yeah, it is.",Ross,neutral,neutral,26,12,5,18,2023-05-02 00:10:32.757,2023-05-02 00:10:35.508,2.7510000000000003
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,neutral,26,13,5,18,2023-05-02 00:10:40.514,2023-05-02 00:10:44.142,3.628
286,Please!,Ross,anger,negative,28,0,4,15,2023-05-02 00:19:16.989,2023-05-02 00:19:19.201,2.212
287,Are you kidding?,Ross,anger,negative,28,1,4,15,2023-05-02 00:19:19.201,2023-05-02 00:19:19.673,0.47200000000000003
288,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-Im not proud of it but, I really am.",Ross,anger,negative,28,2,4,15,2023-05-02 00:19:19.673,2023-05-02 00:19:19.821,0.14800000000000002
289,"And its all because of you, wonderful, amazing you.",Ross,joy,positive,28,3,4,15,2023-05-02 00:19:27.916,2023-05-02 00:19:29.917,2.0010000000000003
290,I think youve got concussion.,Emily,fear,negative,28,4,4,15,2023-05-02 00:19:30.085,2023-05-02 00:19:34.839,4.7540000000000004
291,"No, no, Im serious. Thank you.",Ross,joy,positive,28,5,4,15,2023-05-02 00:19:35.007,2023-05-02 00:19:37.592,2.585
293,"Its worth the pain.  Yknow what, you know what? Its not.",Ross,sadness,negative,28,7,4,15,2023-05-02 00:19:47.728,2023-05-02 00:19:50.021,2.293
295,"I do! Want a hint? huh? ""I do""  ""I do"".",Chandler,joy,positive,29,1,9,23,2023-05-02 00:08:26.839,2023-05-02 00:08:31.426,4.587000000000001
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,neutral,29,2,9,23,2023-05-02 00:08:40.228,2023-05-02 00:08:43.188,2.96
297,David is going to propose to Phoebe.,Chandler,joy,positive,29,3,9,23,2023-05-02 00:08:44.083,2023-05-02 00:08:45.668,1.5850000000000002
298,What?  Why?,Monica,surprise,negative,29,4,9,23,2023-05-02 00:08:45.668,2023-05-02 00:08:48.470,2.802
300,"Chandler, we have talked about this.",Monica,anger,negative,29,6,9,23,2023-05-02 00:08:54.575,2023-05-02 00:08:56.952,2.3770000000000002
301,You are not supposed to give people advice!,Monica,anger,negative,29,7,9,23,2023-05-02 00:08:57.119,2023-05-02 00:08:59.871,2.7520000000000002
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,negative,29,8,9,23,2023-05-02 00:09:01.541,2023-05-02 00:09:04.209,2.668
303,I,Chandler,neutral,neutral,29,9,9,23,2023-05-02 00:09:04.377,2023-05-02 00:09:06.503,2.1260000000000003
306,"Man, that's some",Chandler,surprise,positive,29,12,9,23,2023-05-02 00:09:24.146,2023-05-02 00:09:26.356,2.21
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,neutral,30,0,6,21,2023-05-02 00:04:19.342,2023-05-02 00:04:23.262,3.9200000000000004
309,It-its great to meet you Paul.,Ross,joy,positive,30,1,6,21,2023-05-02 00:04:23.429,2023-05-02 00:04:25.847,2.418
310,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,Paul,neutral,neutral,30,2,6,21,2023-05-02 00:04:26.015,2023-05-02 00:04:29.476,3.4610000000000003
311,"Of course, of course, Mr. Stevens.",Ross,neutral,neutral,30,3,6,21,2023-05-02 00:04:30.812,2023-05-02 00:04:33.021,2.209
312,"So Ross, what your problem?",Paul,anger,negative,30,4,6,21,2023-05-02 00:04:33.189,2023-05-02 00:04:37.901,4.712000000000001
313,Eh-whExcuse me?,Ross,surprise,positive,30,5,6,21,2023-05-02 00:04:39.862,2023-05-02 00:04:41.113,1.2510000000000001
314,Why cant you get a girlfriend your own age?,Paul,anger,negative,30,6,6,21,2023-05-02 00:04:41.281,2023-05-02 00:04:43.282,2.0010000000000003
316,I,Paul,neutral,neutral,30,8,6,21,2023-05-02 00:04:49.706,2023-05-02 00:04:52.374,2.668
317,Okay.,Ross,neutral,neutral,30,9,6,21,2023-05-02 00:04:52.542,2023-05-02 00:04:52.844,0.30200000000000005
318,"I can, I can see that.",Ross,neutral,neutral,30,10,6,21,2023-05-02 00:04:52.844,2023-05-02 00:04:55.338,2.494
320,Okay.,Paul,neutral,neutral,30,12,6,21,2023-05-02 00:05:00.967,2023-05-02 00:05:01.779,0.812
321,What?,Ross,neutral,neutral,30,13,6,21,2023-05-02 00:05:01.779,2023-05-02 00:05:03.485,1.7060000000000002
323,Daddy!,Elizabeth,surprise,negative,30,15,6,21,2023-05-02 00:05:10.101,2023-05-02 00:05:11.977,1.8760000000000001
324,"Oh well, its not on TV yet.",Joey,neutral,neutral,31,0,6,22,2023-05-02 00:04:32.563,2023-05-02 00:04:35.774,3.2110000000000003
325,"Well, then its not on the wall yet.",The Dry Cleaner,neutral,neutral,31,1,6,22,2023-05-02 00:04:35.942,2023-05-02 00:04:38.110,2.168
326,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,neutral,31,2,6,22,2023-05-02 00:04:39.779,2023-05-02 00:04:43.865,4.086
329,Ooooohh!,Joey and Chandler,surprise,negative,32,0,1,12,2023-05-02 00:10:59.992,2023-05-02 00:11:01.034,1.042
331,Was it...?,Monica,surprise,negative,32,2,1,12,2023-05-02 00:11:18.386,2023-05-02 00:11:19.487,1.101
332,"Oh, boy scouts could have camped under there.",Phoebe,neutral,neutral,32,3,1,12,2023-05-02 00:11:19.595,2023-05-02 00:11:22.097,2.5020000000000002
333,"""Ooo,"" what?",Rachel,surprise,positive,32,4,1,12,2023-05-02 00:11:24.225,2023-05-02 00:11:26.687,2.462
334,Uma Thurman.,Phoebe,neutral,neutral,32,5,1,12,2023-05-02 00:11:26.687,2023-05-02 00:11:26.829,0.14200000000000002
335,Oh!,Monica,surprise,positive,32,6,1,12,2023-05-02 00:11:26.936,2023-05-02 00:11:28.021,1.085
336,The actress!,Ross,surprise,positive,32,7,1,12,2023-05-02 00:11:28.021,2023-05-02 00:11:28.166,0.14500000000000002
337,Thanks Rach.,Ross,neutral,neutral,32,8,1,12,2023-05-02 00:11:31.023,2023-05-02 00:11:32.732,1.709
338,So what are you gonna do?,Chandler,surprise,negative,32,9,1,12,2023-05-02 00:11:34.652,2023-05-02 00:11:35.824,1.1720000000000002
339,You have to tell her!,Ross,joy,positive,32,10,1,12,2023-05-02 00:11:35.824,2023-05-02 00:11:36.658,0.8340000000000001
340,You have to tell her!,Ross,joy,positive,32,11,1,12,2023-05-02 00:11:36.779,2023-05-02 00:11:39.531,2.7520000000000002
342,Guys?,Ross,anger,negative,32,13,1,12,2023-05-02 00:11:39.699,2023-05-02 00:11:40.033,0.334
343,Guys?,Ross,anger,negative,32,14,1,12,2023-05-02 00:11:40.033,2023-05-02 00:11:43.147,3.1140000000000003
344,"Oh, yeah, you have to tell her.",Chandler,neutral,neutral,32,15,1,12,2023-05-02 00:11:43.244,2023-05-02 00:11:45.120,1.8760000000000001
345,Feminist issue. That's where I went!,Joey,neutral,neutral,32,16,1,12,2023-05-02 00:11:45.287,2023-05-02 00:11:46.788,1.5010000000000001
346,She is gonna hate me.,Phoebe,fear,negative,32,17,1,12,2023-05-02 00:11:48.833,2023-05-02 00:11:50.083,1.25
347,"Yeah, well...",Ross,neutral,neutral,32,18,1,12,2023-05-02 00:11:50.251,2023-05-02 00:11:51.251,1.0
328,Will you marry me?,Chandler,fear,negative,33,0,6,24,2023-05-02 00:03:44.724,2023-05-02 00:03:49.102,4.378
329,Its the big night! We wanted to wish you good luck!,Joey,joy,positive,33,1,6,24,2023-05-02 00:04:01.741,2023-05-02 00:04:03.951,2.21
330,"Yeah, yeah you have the ring?",Ross,neutral,neutral,33,2,6,24,2023-05-02 00:04:04.118,2023-05-02 00:04:06.286,2.168
332,Oh! Oop!,Phoebe,surprise,positive,33,4,6,24,2023-05-02 00:04:11.459,2023-05-02 00:04:13.085,1.6260000000000001
333,"Okay, now will you guys get out of here? I want this is to be a surprise and shes gonna know.",Chandler,neutral,neutral,33,5,6,24,2023-05-02 00:04:15.713,2023-05-02 00:04:19.508,3.7950000000000004
334,Yeah-yeah you guys. Get out of here!,Ross,neutral,neutral,33,6,6,24,2023-05-02 00:04:19.676,2023-05-02 00:04:22.302,2.6260000000000003
335,Hi guys.,Monica,neutral,neutral,33,7,6,24,2023-05-02 00:04:23.805,2023-05-02 00:04:26.306,2.5010000000000003
336,You are beautiful.,Chandler,joy,positive,33,8,6,24,2023-05-02 00:04:28.142,2023-05-02 00:04:32.020,3.878
339,"Okay umm, Ross?",Rachel,neutral,neutral,34,0,5,23,2023-05-02 00:14:24.321,2023-05-02 00:14:25.500,1.179
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,neutral,34,1,5,23,2023-05-02 00:14:24.321,2023-05-02 00:14:28.992,4.671
341,"Now, I'm just letting you know that this is",Rachel,neutral,neutral,34,2,5,23,2023-05-02 00:14:29.201,2023-05-02 00:14:32.500,3.2990000000000004
342,Yep! That's hilarious!,Ross,joy,positive,34,3,5,23,2023-05-02 00:14:37.918,2023-05-02 00:14:40.086,2.168
343,I'm sorry. I'm done. I'm done.,Rachel,neutral,neutral,34,4,5,23,2023-05-02 00:14:40.921,2023-05-02 00:14:42.922,2.0010000000000003
344,"Y'know, last night was embarrassing for you too.",Ross,neutral,neutral,34,5,5,23,2023-05-02 00:14:43.132,2023-05-02 00:14:46.259,3.1270000000000002
345,"No, not really. I mean you've seen me naked hundreds of times.",Rachel,neutral,neutral,34,6,5,23,2023-05-02 00:14:46.468,2023-05-02 00:14:48.386,1.9180000000000001
346,Uh-huh. But it was a first for the rest of my building.,Ross,neutral,neutral,34,7,5,23,2023-05-02 00:14:48.386,2023-05-02 00:14:49.386,1.0
347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Rachel,neutral,neutral,34,8,5,23,2023-05-02 00:14:48.596,2023-05-02 00:14:51.389,2.793
348,What?! You totally get embarrassed!,Ross,surprise,positive,34,9,5,23,2023-05-02 00:14:51.599,2023-05-02 00:14:53.725,2.1260000000000003
349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Rachel,neutral,neutral,34,10,5,23,2023-05-02 00:14:53.934,2023-05-02 00:14:58.521,4.587000000000001
350,Is that so?,Ross,neutral,neutral,34,11,5,23,2023-05-02 00:14:58.731,2023-05-02 00:14:59.732,1.0010000000000001
351,Yeah.,Rachel,neutral,neutral,34,12,5,23,2023-05-02 00:14:59.732,2023-05-02 00:15:00.469,0.7370000000000001
352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,negative,34,13,5,23,2023-05-02 00:15:02.234,2023-05-02 00:15:06.029,3.7950000000000004
353,I cant believe it!,Phoebe,surprise,positive,35,0,7,9,2023-05-02 00:21:24.783,2023-05-02 00:21:26.494,1.711
354,I did it!,Phoebe,joy,positive,35,1,7,9,2023-05-02 00:21:26.494,2023-05-02 00:21:27.676,1.1820000000000002
355,I rode a bike!,Phoebe,joy,positive,35,2,7,9,2023-05-02 00:21:27.676,2023-05-02 00:21:28.010,0.334
356,I never thought Id be able to do that!,Phoebe,joy,positive,35,3,7,9,2023-05-02 00:21:28.120,2023-05-02 00:21:30.342,2.222
357,Thank you Ross.,Phoebe,joy,positive,35,4,7,9,2023-05-02 00:21:30.342,2023-05-02 00:21:31.300,0.9580000000000001
362,"Hey, both you guys should be up there with me.",Ross,neutral,neutral,36,0,4,22,2023-05-02 00:21:05.681,2023-05-02 00:21:08.724,3.043
364,Thanks man.,Chandler,neutral,neutral,36,2,4,22,2023-05-02 00:21:17.192,2023-05-02 00:21:19.068,1.8760000000000001
365,I gotta go check something over here.,Joey,neutral,neutral,36,3,4,22,2023-05-02 00:21:20.821,2023-05-02 00:21:23.281,2.46
366,What a baby.,Chandler,sadness,negative,36,4,4,22,2023-05-02 00:21:28.287,2023-05-02 00:21:28.999,0.7120000000000001
367,Total wuss!,Ross,sadness,negative,36,5,4,22,2023-05-02 00:21:28.999,2023-05-02 00:21:30.933,1.9340000000000002
391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,neutral,neutral,37,0,7,19,2023-05-02 00:15:41.857,2023-05-02 00:15:46.694,4.837000000000001
392,Wow! This looks great!,Joey,joy,positive,37,1,7,19,2023-05-02 00:15:47.529,2023-05-02 00:15:48.905,1.3760000000000001
393,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.",Monica,joy,positive,37,2,7,19,2023-05-02 00:15:49.073,2023-05-02 00:15:53.910,4.837000000000001
394,And-and-and-and-and the toothpicks?,Joey,disgust,negative,37,3,7,19,2023-05-02 00:15:54.078,2023-05-02 00:15:56.871,2.793
395,You kissed another woman!,Monica,anger,negative,38,0,8,2,2023-05-02 00:20:20.844,2023-05-02 00:20:23.012,2.168
396,Call it even?!,Chandler,neutral,neutral,38,1,8,2,2023-05-02 00:20:24.598,2023-05-02 00:20:25.660,1.062
397,Okay!,Monica,joy,positive,38,2,8,2,2023-05-02 00:20:25.660,2023-05-02 00:20:26.370,0.7100000000000001
398,"Well, Im gonna go get these  in some water.",Ross,neutral,neutral,38,3,8,2,2023-05-02 00:20:32.522,2023-05-02 00:20:34.983,2.4610000000000003
399,Wait you stole those from these peoples wedding?,Phoebe,surprise,negative,38,4,8,2,2023-05-02 00:20:34.983,2023-05-02 00:20:37.385,2.402
400,"No-no, I took them from the hotel lobby.",Ross,neutral,neutral,38,5,8,2,2023-05-02 00:20:37.611,2023-05-02 00:20:41.989,4.378
402,Hey!,Ross,surprise,positive,38,7,8,2,2023-05-02 00:20:49.081,2023-05-02 00:20:49.582,0.501
403,My sweater!,Ross,surprise,positive,38,8,8,2,2023-05-02 00:20:49.582,2023-05-02 00:20:51.192,1.61
404,Ive been looking for this for like a month!,Ross,surprise,positive,38,9,8,2,2023-05-02 00:20:54.002,2023-05-02 00:20:57.004,3.0020000000000002
405,Oh my God!!,Phoebe,surprise,negative,38,10,8,2,2023-05-02 00:21:01.843,2023-05-02 00:21:03.719,1.8760000000000001
406,Oh my God!,Joey,surprise,negative,38,11,8,2,2023-05-02 00:21:10.811,2023-05-02 00:21:12.395,1.584
407,Happy?! Is that what Im supposed to be Vic? Happy?,Kate,anger,negative,39,0,3,19,2023-05-02 00:11:00.868,2023-05-02 00:11:03.912,3.044
408,"Well, why dont you tell me what youre supposed to be!",Joey,anger,negative,39,1,3,19,2023-05-02 00:11:05.623,2023-05-02 00:11:07.515,1.8920000000000001
409,Huh?,Joey,surprise,negative,39,2,3,19,2023-05-02 00:11:07.515,2023-05-02 00:11:08.269,0.754
410,Because I sure as hell cant figure it out!,Joey,anger,negative,39,3,3,19,2023-05-02 00:11:08.376,2023-05-02 00:11:10.835,2.459
411,I talk to you and nothin.,Joey,anger,negative,39,4,3,19,2023-05-02 00:11:11.003,2023-05-02 00:11:13.421,2.418
412,"You look at me, and its nothin.",Joey,anger,negative,39,5,3,19,2023-05-02 00:11:13.589,2023-05-02 00:11:15.258,1.669
413,Nothing.,Joey,anger,negative,39,6,3,19,2023-05-02 00:11:15.258,2023-05-02 00:11:16.114,0.8560000000000001
415,I have a question about this scene.,Kate,neutral,neutral,39,8,3,19,2023-05-02 00:11:30.189,2023-05-02 00:11:31.941,1.752
416,Yes?,The Director,neutral,neutral,39,9,3,19,2023-05-02 00:11:31.941,2023-05-02 00:11:32.589,0.648
417,"Well, I dont understand why Adriennes attracted to Victor.",Kate,disgust,negative,39,10,3,19,2023-05-02 00:11:32.692,2023-05-02 00:11:37.112,4.42
419,Yeah.,Joey,neutral,neutral,39,12,3,19,2023-05-02 00:11:42.535,2023-05-02 00:11:43.743,1.2080000000000002
420,I think my characters gonna need a little bit more of reason than that.,Kate,neutral,neutral,39,13,3,19,2023-05-02 00:11:43.911,2023-05-02 00:11:46.955,3.044
421,"Oh, hey, how about this one.",Joey,neutral,neutral,39,14,3,19,2023-05-02 00:11:47.123,2023-05-02 00:11:50.375,3.2520000000000002
424,It doesnt say that in the script.,Kate,anger,negative,39,17,3,19,2023-05-02 00:12:00.177,2023-05-02 00:12:02.529,2.3520000000000003
425,It does in mine!,Joey,anger,negative,39,18,3,19,2023-05-02 00:12:02.529,2023-05-02 00:12:02.973,0.444
426,I cant,Phoebe,anger,negative,40,0,8,4,2023-05-02 00:04:36.859,2023-05-02 00:04:40.237,3.378
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,negative,40,1,8,4,2023-05-02 00:04:40.405,2023-05-02 00:04:43.532,3.1270000000000002
428,Yknow who has a great video camera?,Chandler,neutral,neutral,40,2,8,4,2023-05-02 00:04:47.996,2023-05-02 00:04:50.008,2.012
429,Greg and Jenny?,Phoebe,neutral,neutral,40,3,8,4,2023-05-02 00:04:50.008,2023-05-02 00:04:51.709,1.701
430,Do you still wanna call em? I wanna call em.,Monica,neutral,neutral,40,4,8,4,2023-05-02 00:04:52.417,2023-05-02 00:04:54.879,2.462
431,Lets call em.,Chandler,neutral,neutral,40,5,8,4,2023-05-02 00:04:54.879,2023-05-02 00:04:55.020,0.14100000000000001
432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,positive,40,6,8,4,2023-05-02 00:04:55.169,2023-05-02 00:04:57.421,2.2520000000000002
